FeatureCode,DateCode,Measurement,Units,Value,Age,Sex,Migration Source,Migration Type
S92000003,2011,Count,People,25,62 years,All,To-from Overseas,Net
S92000003,2011,Count,People,24,57 years,All,To-from Overseas,Net
S92000003,2011,Count,People,8,65 years,All,To-from Overseas,Net
S92000003,2011,Count,People,25,58 years,All,To-from Overseas,Net
S92000003,2011,Count,People,259,37 years,All,To-from Overseas,Net
S92000003,2011,Count,People,286,36 years,All,To-from Overseas,Net
S92000003,2011,Count,People,185,38 years,All,To-from Overseas,Net
S92000003,2011,Count,People,7,66 years,All,To-from Overseas,Net
S92000003,2011,Count,People,9,63 years,All,To-from Overseas,Net
S92000003,2011,Count,People,9,67 years,All,To-from Overseas,Net
S92000003,2005,Count,People,-1,81 years,All,To-from Overseas,Net
S92000003,2005,Count,People,-8,74 years,All,To-from Overseas,Net
S92000003,2005,Count,People,-3,88 years,All,To-from Overseas,Net
S92000003,2005,Count,People,-17,75 years,All,To-from Overseas,Net
S92000003,2005,Count,People,1590,22 years,All,To-from Overseas,Net
S92000003,2005,Count,People,4,36 years,All,To-from Overseas,Net
S92000003,2005,Count,People,857,25 years,All,To-from Overseas,Net
S92000003,2005,Count,People,-3,79 years,All,To-from Overseas,Net
S92000003,2005,Count,People,-5,80 years,All,To-from Overseas,Net
S92000003,2005,Count,People,-9,82 years,All,To-from Overseas,Net
S92000003,2005,Count,People,-8,78 years,All,To-from Overseas,Net
S92000003,2005,Count,People,-6,77 years,All,To-from Overseas,Net
S92000003,2005,Count,People,-8,87 years,All,To-from Overseas,Net
S92000003,2005,Count,People,-3,76 years,All,To-from Overseas,Net
S92000003,2005,Count,People,78,37 years,All,To-from Overseas,Net
S92000003,2005,Count,People,0,60 years,All,To-from Overseas,Net
S92000003,2005,Count,People,17,38 years,All,To-from Overseas,Net
S92000003,2005,Count,People,66,35 years,All,To-from Overseas,Net
S92000003,2005,Count,People,-5,71 years,All,To-from Overseas,Net
S92000003,2005,Count,People,0,59 years,All,To-from Overseas,Net
S92000003,2005,Count,People,-2,57 years,All,To-from Overseas,Net
S92000003,2005,Count,People,1332,23 years,All,To-from Overseas,Net
S92000003,2005,Count,People,156,31 years,All,To-from Overseas,Net
S92000003,2005,Count,People,1057,24 years,All,To-from Overseas,Net
S92000003,2005,Count,People,215,29 years,All,To-from Overseas,Net
S92000003,2005,Count,People,107,33 years,All,To-from Overseas,Net
S92000003,2005,Count,People,121,34 years,All,To-from Overseas,Net
S92000003,2005,Count,People,170,32 years,All,To-from Overseas,Net
S92000003,2011,Count,People,0,84 years,All,To-from Overseas,Net
S92000003,2011,Count,People,-3,83 years,All,To-from Overseas,Net
S92000003,2011,Count,People,3,88 years,All,To-from Overseas,Net
S92000003,2011,Count,People,54,52 years,All,To-from Overseas,Net
S92000003,2011,Count,People,9,70 years,All,To-from Overseas,Net
S92000003,2011,Count,People,15,68 years,All,To-from Overseas,Net
S92000003,2011,Count,People,-6,82 years,All,To-from Overseas,Net
S92000003,2011,Count,People,133,11 years,All,To-from Overseas,Net
S92000003,2011,Count,People,1485,19 years,All,To-from Overseas,Net
S92000003,2011,Count,People,141,10 years,All,To-from Overseas,Net
S92000003,2011,Count,People,139,12 years,All,To-from Overseas,Net
S92000003,2011,Count,People,3,81 years,All,To-from Overseas,Net
S92000003,2011,Count,People,-6,80 years,All,To-from Overseas,Net
S92000003,2011,Count,People,-2,79 years,All,To-from Overseas,Net
S92000003,2018,Count,People,66,62 years,All,To-from Overseas,In
S92000003,2005,Count,People,-9,68 years,All,To-from Overseas,Net
S92000003,2011,Count,People,0,87 years,All,To-from Overseas,Net
S92000003,2018,Count,People,16,73 years,All,To-from Overseas,In
S92000003,2018,Count,People,50,63 years,All,To-from Overseas,In
S92000003,2018,Count,People,24,74 years,All,To-from Overseas,In
S92000003,2005,Count,People,-4,69 years,All,To-from Overseas,Net
S92000003,2011,Count,People,-13,90 years,All,To-from Overseas,Net
S92000003,2011,Count,People,-2,89 years,All,To-from Overseas,Net
S92000003,2011,Count,People,4,72 years,All,To-from Overseas,Net
S92000003,2011,Count,People,10,71 years,All,To-from Overseas,Net
S92000003,2011,Count,People,-3,85 years,All,To-from Overseas,Net
S92000003,2011,Count,People,3,86 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-6,64 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-30,57 years,All,To-from Overseas,Net
S92000003,2018,Count,People,100,55 years,All,To-from Overseas,In
S92000003,2004,Count,People,-8,83 years,All,To-from Overseas,Net
S92000003,2004,Count,People,13,61 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-22,63 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-27,58 years,All,To-from Overseas,Net
S92000003,2018,Count,People,132,52 years,All,To-from Overseas,In
S92000003,2004,Count,People,-7,85 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-15,69 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-7,66 years,All,To-from Overseas,Net
S92000003,2004,Count,People,11,62 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-11,84 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-4,86 years,All,To-from Overseas,Net
S92000003,2004,Count,People,799,22 years,All,To-from Overseas,Net
S92000003,2004,Count,People,453,23 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-31,48 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-33,49 years,All,To-from Overseas,Net
S92000003,2004,Count,People,119,25 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-87,30 years,All,To-from Overseas,Net
S92000003,2004,Count,People,292,24 years,All,To-from Overseas,Net
S92000003,2018,Count,People,116,53 years,All,To-from Overseas,In
S92000003,2004,Count,People,-19,50 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-6,65 years,All,To-from Overseas,Net
S92000003,2018,Count,People,83,58 years,All,To-from Overseas,In
S92000003,2004,Count,People,4,28 years,All,To-from Overseas,Net
S92000003,2004,Count,People,66,27 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-17,51 years,All,To-from Overseas,Net
S92000003,2018,Count,People,205,44 years,All,To-from Overseas,In
S92000003,2018,Count,People,134,50 years,All,To-from Overseas,In
S92000003,2018,Count,People,142,49 years,All,To-from Overseas,In
S92000003,2018,Count,People,210,45 years,All,To-from Overseas,In
S92000003,2004,Count,People,-48,45 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-42,44 years,All,To-from Overseas,Net
S92000003,2018,Count,People,1121,28 years,All,To-from Overseas,In
S92000003,2004,Count,People,643,20 years,All,To-from Overseas,Net
S92000003,2004,Count,People,23,14 years,All,To-from Overseas,Net
S92000003,2004,Count,People,95,17 years,All,To-from Overseas,Net
S92000003,2004,Count,People,56,15 years,All,To-from Overseas,Net
S92000003,2018,Count,People,134,48 years,All,To-from Overseas,In
S92000003,2018,Count,People,125,51 years,All,To-from Overseas,In
S92000003,2018,Count,People,96,56 years,All,To-from Overseas,In
S92000003,2004,Count,People,5,72 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-21,59 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-3,70 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-3,67 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-13,71 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-3,68 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-37,60 years,All,To-from Overseas,Net
S92000003,2018,Count,People,639,33 years,All,To-from Overseas,In
S92000003,2018,Count,People,851,30 years,All,To-from Overseas,In
S92000003,2018,Count,People,581,34 years,All,To-from Overseas,In
S92000003,2018,Count,People,1200,27 years,All,To-from Overseas,In
S92000003,2004,Count,People,-5,73 years,All,To-from Overseas,Net
S92000003,2018,Count,People,966,29 years,All,To-from Overseas,In
S92000003,2004,Count,People,-4,32 years,All,To-from Overseas,Net
S92000003,2018,Count,People,107,54 years,All,To-from Overseas,In
S92000003,2004,Count,People,-3,79 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-26,31 years,All,To-from Overseas,Net
S92000003,2011,Count,People,2330,22 years,All,To-from Overseas,Net
S92000003,2011,Count,People,1305,26 years,All,To-from Overseas,Net
S92000003,2011,Count,People,1748,24 years,All,To-from Overseas,Net
S92000003,2018,Count,People,715,32 years,All,To-from Overseas,In
S92000003,2004,Count,People,-67,36 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-49,38 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-82,37 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-16,33 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-57,34 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-58,35 years,All,To-from Overseas,Net
S92000003,2011,Count,People,569,31 years,All,To-from Overseas,Net
S92000003,2011,Count,People,673,30 years,All,To-from Overseas,Net
S92000003,2011,Count,People,1107,27 years,All,To-from Overseas,Net
S92000003,2011,Count,People,784,29 years,All,To-from Overseas,Net
S92000003,2011,Count,People,888,28 years,All,To-from Overseas,Net
S92000003,2011,Count,People,438,32 years,All,To-from Overseas,Net
S92000003,2011,Count,People,2219,23 years,All,To-from Overseas,Net
S92000003,2011,Count,People,87,44 years,All,To-from Overseas,Net
S92000003,2011,Count,People,182,40 years,All,To-from Overseas,Net
S92000003,2011,Count,People,104,43 years,All,To-from Overseas,Net
S92000003,2011,Count,People,1466,25 years,All,To-from Overseas,Net
S92000003,2011,Count,People,164,39 years,All,To-from Overseas,Net
S92000003,2011,Count,People,156,41 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-23,56 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-41,52 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-55,43 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-47,46 years,All,To-from Overseas,Net
S92000003,2018,Count,People,775,31 years,All,To-from Overseas,In
S92000003,2004,Count,People,-32,53 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-29,55 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-51,39 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-44,40 years,All,To-from Overseas,Net
S92000003,2004,Count,People,103,26 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-42,29 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-53,42 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-25,47 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-35,41 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-3,89 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-11,90 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-2,87 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-5,88 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-6,74 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-12,76 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-9,77 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-11,81 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-7,82 years,All,To-from Overseas,Net
S92000003,2004,Count,People,5,54 years,All,To-from Overseas,Net
S92000003,2004,Count,People,0,78 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-1,80 years,All,To-from Overseas,Net
S92000003,2004,Count,People,-4,75 years,All,To-from Overseas,Net
S92000003,2004,Count,People,1681,21 years,All,To-from Overseas,In
S92000003,2004,Count,People,475,18 years,All,To-from Overseas,In
S92000003,2004,Count,People,45,65 years,All,To-from Overseas,In
S92000003,2004,Count,People,38,68 years,All,To-from Overseas,In
S92000003,2004,Count,People,1157,20 years,All,To-from Overseas,In
S92000003,2004,Count,People,182,44 years,All,To-from Overseas,In
S92000003,2004,Count,People,190,14 years,All,To-from Overseas,In
S92000003,2004,Count,People,42,67 years,All,To-from Overseas,In
S92000003,2004,Count,People,48,66 years,All,To-from Overseas,In
S92000003,2004,Count,People,69,58 years,All,To-from Overseas,In
S92000003,2004,Count,People,105,51 years,All,To-from Overseas,In
S92000003,2004,Count,People,47,60 years,All,To-from Overseas,In
S92000003,2004,Count,People,52,64 years,All,To-from Overseas,In
S92000003,2004,Count,People,55,59 years,All,To-from Overseas,In
S92000003,2004,Count,People,372,36 years,All,To-from Overseas,In
S92000003,2004,Count,People,617,32 years,All,To-from Overseas,In
S92000003,2004,Count,People,156,13 years,All,To-from Overseas,In
S92000003,2004,Count,People,220,15 years,All,To-from Overseas,In
S92000003,2004,Count,People,484,34 years,All,To-from Overseas,In
S92000003,2004,Count,People,283,39 years,All,To-from Overseas,In
S92000003,2004,Count,People,456,35 years,All,To-from Overseas,In
S92000003,2004,Count,People,1078,28 years,All,To-from Overseas,In
S92000003,2004,Count,People,281,16 years,All,To-from Overseas,In
S92000003,2004,Count,People,190,43 years,All,To-from Overseas,In
S92000003,2004,Count,People,905,19 years,All,To-from Overseas,In
S92000003,2004,Count,People,1208,27 years,All,To-from Overseas,In
S92000003,2004,Count,People,340,17 years,All,To-from Overseas,In
S92000003,2004,Count,People,711,31 years,All,To-from Overseas,In
S92000003,2017,Count,People,380,5 years,All,To-from Overseas,In
S92000003,2017,Count,People,265,7 years,All,To-from Overseas,In
S92000003,2017,Count,People,367,4 years,All,To-from Overseas,In
S92000003,2017,Count,People,293,8 years,All,To-from Overseas,In
S92000003,2017,Count,People,330,17 years,All,To-from Overseas,In
S92000003,2017,Count,People,256,9 years,All,To-from Overseas,In
S92000003,2017,Count,People,269,16 years,All,To-from Overseas,In
S92000003,2017,Count,People,210,13 years,All,To-from Overseas,In
S92000003,2017,Count,People,197,12 years,All,To-from Overseas,In
S92000003,2015,Count,People,7,81 years,All,To-from Overseas,In
S92000003,2017,Count,People,232,11 years,All,To-from Overseas,In
S92000003,2017,Count,People,487,1 year,All,To-from Overseas,In
S92000003,2017,Count,People,417,2 years,All,To-from Overseas,In
S92000003,2017,Count,People,327,0 years,All,To-from Overseas,In
S92000003,2004,Count,People,100,54 years,All,To-from Overseas,In
S92000003,2004,Count,People,110,50 years,All,To-from Overseas,In
S92000003,2004,Count,People,46,63 years,All,To-from Overseas,In
S92000003,2004,Count,People,65,62 years,All,To-from Overseas,In
S92000003,2004,Count,People,79,52 years,All,To-from Overseas,In
S92000003,2004,Count,People,76,57 years,All,To-from Overseas,In
S92000003,2004,Count,People,81,53 years,All,To-from Overseas,In
S92000003,2017,Count,People,238,15 years,All,To-from Overseas,In
S92000003,2017,Count,People,384,3 years,All,To-from Overseas,In
S92000003,2017,Count,People,233,10 years,All,To-from Overseas,In
S92000003,2017,Count,People,32900,All,All,To-from Overseas,In
S92000003,2004,Count,People,74,61 years,All,To-from Overseas,In
S92000003,2017,Count,People,207,14 years,All,To-from Overseas,In
S92000003,2004,Count,People,217,9 years,All,To-from Overseas,In
S92000003,2004,Count,People,182,10 years,All,To-from Overseas,In
S92000003,2004,Count,People,19,75 years,All,To-from Overseas,In
S92000003,2004,Count,People,14,77 years,All,To-from Overseas,In
S92000003,2004,Count,People,158,12 years,All,To-from Overseas,In
S92000003,2004,Count,People,28500,All,All,To-from Overseas,In
S92000003,2004,Count,People,173,11 years,All,To-from Overseas,In
S92000003,2004,Count,People,1868,23 years,All,To-from Overseas,In
S92000003,2004,Count,People,29,70 years,All,To-from Overseas,In
S92000003,2004,Count,People,743,30 years,All,To-from Overseas,In
S92000003,2004,Count,People,869,29 years,All,To-from Overseas,In
S92000003,2004,Count,People,24,69 years,All,To-from Overseas,In
S92000003,2004,Count,People,24,74 years,All,To-from Overseas,In
S92000003,2004,Count,People,16,76 years,All,To-from Overseas,In
S92000003,2004,Count,People,4,87 years,All,To-from Overseas,In
S92000003,2004,Count,People,10,90 years,All,To-from Overseas,In
S92000003,2004,Count,People,422,1 year,All,To-from Overseas,In
S92000003,2004,Count,People,320,3 years,All,To-from Overseas,In
S92000003,2004,Count,People,1,88 years,All,To-from Overseas,In
S92000003,2004,Count,People,332,37 years,All,To-from Overseas,In
S92000003,2004,Count,People,1,89 years,All,To-from Overseas,In
S92000003,2004,Count,People,323,4 years,All,To-from Overseas,In
S92000003,2004,Count,People,275,5 years,All,To-from Overseas,In
S92000003,2004,Count,People,249,7 years,All,To-from Overseas,In
S92000003,2004,Count,People,236,6 years,All,To-from Overseas,In
S92000003,2004,Count,People,350,2 years,All,To-from Overseas,In
S92000003,2004,Count,People,296,0 years,All,To-from Overseas,In
S92000003,2004,Count,People,224,8 years,All,To-from Overseas,In
S92000003,2004,Count,People,8,83 years,All,To-from Overseas,In
S92000003,2004,Count,People,6,84 years,All,To-from Overseas,In
S92000003,2004,Count,People,130,47 years,All,To-from Overseas,In
S92000003,2004,Count,People,107,49 years,All,To-from Overseas,In
S92000003,2004,Count,People,4,86 years,All,To-from Overseas,In
S92000003,2004,Count,People,25,71 years,All,To-from Overseas,In
S92000003,2004,Count,People,5,85 years,All,To-from Overseas,In
S92000003,2004,Count,People,217,42 years,All,To-from Overseas,In
S92000003,2004,Count,People,112,48 years,All,To-from Overseas,In
S92000003,2004,Count,People,276,40 years,All,To-from Overseas,In
S92000003,2004,Count,People,579,33 years,All,To-from Overseas,In
S92000003,2004,Count,People,248,41 years,All,To-from Overseas,In
S92000003,2004,Count,People,136,46 years,All,To-from Overseas,In
S92000003,2004,Count,People,146,45 years,All,To-from Overseas,In
S92000003,2004,Count,People,10,82 years,All,To-from Overseas,In
S92000003,2004,Count,People,1380,26 years,All,To-from Overseas,In
S92000003,2004,Count,People,18,78 years,All,To-from Overseas,In
S92000003,2004,Count,People,14,79 years,All,To-from Overseas,In
S92000003,2004,Count,People,1565,25 years,All,To-from Overseas,In
S92000003,2004,Count,People,1723,24 years,All,To-from Overseas,In
S92000003,2004,Count,People,1749,22 years,All,To-from Overseas,In
S92000003,2004,Count,People,31,72 years,All,To-from Overseas,In
S92000003,2004,Count,People,5,81 years,All,To-from Overseas,In
S92000003,2004,Count,People,22,73 years,All,To-from Overseas,In
S92000003,2004,Count,People,77,55 years,All,To-from Overseas,In
S92000003,2004,Count,People,84,56 years,All,To-from Overseas,In
S92000003,2004,Count,People,16,80 years,All,To-from Overseas,In
S92000003,2017,Count,People,43,65 years,All,To-from Overseas,In
S92000003,2017,Count,People,40,67 years,All,To-from Overseas,In
S92000003,2016,Count,People,131,54 years,All,To-from Overseas,In
S92000003,2016,Count,People,198,49 years,All,To-from Overseas,In
S92000003,2017,Count,People,93,58 years,All,To-from Overseas,In
S92000003,2017,Count,People,109,54 years,All,To-from Overseas,In
S92000003,2017,Count,People,47,66 years,All,To-from Overseas,In
S92000003,2016,Count,People,234,47 years,All,To-from Overseas,In
S92000003,2016,Count,People,195,48 years,All,To-from Overseas,In
S92000003,2016,Count,People,32,70 years,All,To-from Overseas,In
S92000003,2016,Count,People,230,46 years,All,To-from Overseas,In
S92000003,2016,Count,People,138,53 years,All,To-from Overseas,In
S92000003,2016,Count,People,114,55 years,All,To-from Overseas,In
S92000003,2016,Count,People,150,50 years,All,To-from Overseas,In
S92000003,2017,Count,People,44,68 years,All,To-from Overseas,In
S92000003,2017,Count,People,31,69 years,All,To-from Overseas,In
S92000003,2017,Count,People,53,63 years,All,To-from Overseas,In
S92000003,2017,Count,People,51,64 years,All,To-from Overseas,In
S92000003,2017,Count,People,307,6 years,All,To-from Overseas,In
S92000003,2017,Count,People,2248,23 years,All,To-from Overseas,In
S92000003,2017,Count,People,26,72 years,All,To-from Overseas,In
S92000003,2017,Count,People,70,61 years,All,To-from Overseas,In
S92000003,2017,Count,People,60,62 years,All,To-from Overseas,In
S92000003,2017,Count,People,88,57 years,All,To-from Overseas,In
S92000003,2017,Count,People,97,56 years,All,To-from Overseas,In
S92000003,2017,Count,People,23,71 years,All,To-from Overseas,In
S92000003,2017,Count,People,31,70 years,All,To-from Overseas,In
S92000003,2017,Count,People,90,55 years,All,To-from Overseas,In
S92000003,2016,Count,People,147,51 years,All,To-from Overseas,In
S92000003,2016,Count,People,136,52 years,All,To-from Overseas,In
S92000003,2016,Count,People,402,40 years,All,To-from Overseas,In
S92000003,2016,Count,People,421,39 years,All,To-from Overseas,In
S92000003,2016,Count,People,470,38 years,All,To-from Overseas,In
S92000003,2016,Count,People,358,41 years,All,To-from Overseas,In
S92000003,2016,Count,People,542,37 years,All,To-from Overseas,In
S92000003,2016,Count,People,241,44 years,All,To-from Overseas,In
S92000003,2016,Count,People,253,45 years,All,To-from Overseas,In
S92000003,2016,Count,People,317,42 years,All,To-from Overseas,In
S92000003,2016,Count,People,298,43 years,All,To-from Overseas,In
S92000003,2016,Count,People,45,69 years,All,To-from Overseas,In
S92000003,2016,Count,People,45,68 years,All,To-from Overseas,In
S92000003,2016,Count,People,53,67 years,All,To-from Overseas,In
S92000003,2016,Count,People,21,73 years,All,To-from Overseas,In
S92000003,2016,Count,People,65,65 years,All,To-from Overseas,In
S92000003,2016,Count,People,73,63 years,All,To-from Overseas,In
S92000003,2016,Count,People,40,72 years,All,To-from Overseas,In
S92000003,2016,Count,People,25,71 years,All,To-from Overseas,In
S92000003,2016,Count,People,91,59 years,All,To-from Overseas,In
S92000003,2016,Count,People,62,66 years,All,To-from Overseas,In
S92000003,2016,Count,People,103,57 years,All,To-from Overseas,In
S92000003,2016,Count,People,103,58 years,All,To-from Overseas,In
S92000003,2016,Count,People,123,56 years,All,To-from Overseas,In
S92000003,2016,Count,People,67,64 years,All,To-from Overseas,In
S92000003,2016,Count,People,85,61 years,All,To-from Overseas,In
S92000003,2016,Count,People,81,60 years,All,To-from Overseas,In
S92000003,2017,Count,People,81,59 years,All,To-from Overseas,In
S92000003,2017,Count,People,73,60 years,All,To-from Overseas,In
S92000003,2017,Count,People,2,85 years,All,To-from Overseas,In
S92000003,2017,Count,People,3,84 years,All,To-from Overseas,In
S92000003,2017,Count,People,3,83 years,All,To-from Overseas,In
S92000003,2017,Count,People,3,86 years,All,To-from Overseas,In
S92000003,2017,Count,People,6,82 years,All,To-from Overseas,In
S92000003,2017,Count,People,2,89 years,All,To-from Overseas,In
S92000003,2017,Count,People,7,90 years,All,To-from Overseas,In
S92000003,2017,Count,People,4,87 years,All,To-from Overseas,In
S92000003,2017,Count,People,3,88 years,All,To-from Overseas,In
S92000003,2017,Count,People,9,77 years,All,To-from Overseas,In
S92000003,2017,Count,People,10,76 years,All,To-from Overseas,In
S92000003,2017,Count,People,20,75 years,All,To-from Overseas,In
S92000003,2017,Count,People,12,80 years,All,To-from Overseas,In
S92000003,2017,Count,People,18,73 years,All,To-from Overseas,In
S92000003,2017,Count,People,1144,28 years,All,To-from Overseas,In
S92000003,2017,Count,People,16,74 years,All,To-from Overseas,In
S92000003,2017,Count,People,13,79 years,All,To-from Overseas,In
S92000003,2017,Count,People,6,81 years,All,To-from Overseas,In
S92000003,2017,Count,People,6,78 years,All,To-from Overseas,In
S92000003,2017,Count,People,1281,27 years,All,To-from Overseas,In
S92000003,2017,Count,People,879,30 years,All,To-from Overseas,In
S92000003,2017,Count,People,739,31 years,All,To-from Overseas,In
S92000003,2017,Count,People,580,34 years,All,To-from Overseas,In
S92000003,2017,Count,People,455,35 years,All,To-from Overseas,In
S92000003,2017,Count,People,1004,29 years,All,To-from Overseas,In
S92000003,2017,Count,People,642,33 years,All,To-from Overseas,In
S92000003,2017,Count,People,733,18 years,All,To-from Overseas,In
S92000003,2017,Count,People,1636,20 years,All,To-from Overseas,In
S92000003,2017,Count,People,717,32 years,All,To-from Overseas,In
S92000003,2017,Count,People,1776,22 years,All,To-from Overseas,In
S92000003,2017,Count,People,448,36 years,All,To-from Overseas,In
S92000003,2017,Count,People,1580,19 years,All,To-from Overseas,In
S92000003,2017,Count,People,1443,26 years,All,To-from Overseas,In
S92000003,2017,Count,People,181,47 years,All,To-from Overseas,In
S92000003,2017,Count,People,1859,24 years,All,To-from Overseas,In
S92000003,2017,Count,People,1565,25 years,All,To-from Overseas,In
S92000003,2017,Count,People,159,48 years,All,To-from Overseas,In
S92000003,2017,Count,People,1666,21 years,All,To-from Overseas,In
S92000003,2017,Count,People,153,49 years,All,To-from Overseas,In
S92000003,2017,Count,People,184,45 years,All,To-from Overseas,In
S92000003,2017,Count,People,181,46 years,All,To-from Overseas,In
S92000003,2017,Count,People,118,52 years,All,To-from Overseas,In
S92000003,2017,Count,People,104,53 years,All,To-from Overseas,In
S92000003,2017,Count,People,345,39 years,All,To-from Overseas,In
S92000003,2017,Count,People,136,50 years,All,To-from Overseas,In
S92000003,2017,Count,People,132,51 years,All,To-from Overseas,In
S92000003,2017,Count,People,378,38 years,All,To-from Overseas,In
S92000003,2017,Count,People,309,40 years,All,To-from Overseas,In
S92000003,2017,Count,People,411,37 years,All,To-from Overseas,In
S92000003,2017,Count,People,280,41 years,All,To-from Overseas,In
S92000003,2017,Count,People,255,43 years,All,To-from Overseas,In
S92000003,2017,Count,People,234,44 years,All,To-from Overseas,In
S92000003,2003,Count,People,12,75 years,All,To-from Overseas,In
S92000003,2003,Count,People,12,76 years,All,To-from Overseas,In
S92000003,2003,Count,People,364,2 years,All,To-from Overseas,In
S92000003,2003,Count,People,354,4 years,All,To-from Overseas,In
S92000003,2003,Count,People,15,78 years,All,To-from Overseas,In
S92000003,2003,Count,People,19,73 years,All,To-from Overseas,In
S92000003,2003,Count,People,8,77 years,All,To-from Overseas,In
S92000003,2003,Count,People,637,31 years,All,To-from Overseas,In
S92000003,2003,Count,People,577,32 years,All,To-from Overseas,In
S92000003,2003,Count,People,1052,27 years,All,To-from Overseas,In
S92000003,2003,Count,People,1152,26 years,All,To-from Overseas,In
S92000003,2003,Count,People,324,3 years,All,To-from Overseas,In
S92000003,2003,Count,People,342,1 year,All,To-from Overseas,In
S92000003,2003,Count,People,1352,25 years,All,To-from Overseas,In
S92000003,2003,Count,People,4,83 years,All,To-from Overseas,In
S92000003,2003,Count,People,7,79 years,All,To-from Overseas,In
S92000003,2003,Count,People,2,89 years,All,To-from Overseas,In
S92000003,2003,Count,People,7,90 years,All,To-from Overseas,In
S92000003,2003,Count,People,7,81 years,All,To-from Overseas,In
S92000003,2003,Count,People,4,86 years,All,To-from Overseas,In
S92000003,2003,Count,People,9,82 years,All,To-from Overseas,In
S92000003,2003,Count,People,5,85 years,All,To-from Overseas,In
S92000003,2003,Count,People,20,70 years,All,To-from Overseas,In
S92000003,2003,Count,People,21,72 years,All,To-from Overseas,In
S92000003,2003,Count,People,3,84 years,All,To-from Overseas,In
S92000003,2003,Count,People,14,74 years,All,To-from Overseas,In
S92000003,2003,Count,People,3,88 years,All,To-from Overseas,In
S92000003,2003,Count,People,16,71 years,All,To-from Overseas,In
S92000003,2003,Count,People,241,15 years,All,To-from Overseas,In
S92000003,2003,Count,People,346,16 years,All,To-from Overseas,In
S92000003,2003,Count,People,800,29 years,All,To-from Overseas,In
S92000003,2003,Count,People,738,30 years,All,To-from Overseas,In
S92000003,2003,Count,People,163,10 years,All,To-from Overseas,In
S92000003,2003,Count,People,165,11 years,All,To-from Overseas,In
S92000003,2003,Count,People,751,19 years,All,To-from Overseas,In
S92000003,2003,Count,People,1509,21 years,All,To-from Overseas,In
S92000003,2003,Count,People,1489,22 years,All,To-from Overseas,In
S92000003,2015,Count,People,951,31 years,All,To-from Overseas,In
S92000003,2003,Count,People,1020,20 years,All,To-from Overseas,In
S92000003,2003,Count,People,485,18 years,All,To-from Overseas,In
S92000003,2003,Count,People,352,17 years,All,To-from Overseas,In
S92000003,2003,Count,People,1608,23 years,All,To-from Overseas,In
S92000003,2003,Count,People,206,6 years,All,To-from Overseas,In
S92000003,2003,Count,People,170,13 years,All,To-from Overseas,In
S92000003,2003,Count,People,49,58 years,All,To-from Overseas,In
S92000003,2003,Count,People,207,8 years,All,To-from Overseas,In
S92000003,2003,Count,People,904,28 years,All,To-from Overseas,In
S92000003,2003,Count,People,1465,24 years,All,To-from Overseas,In
